SK ST RAYMOND MUJAT,serian,sarawak,school,0.8891504,110.5776781
SK SUNGAI RIMU,serian,sarawak,school,0.9854434999999999,110.6541855
Sekolah Jenis Kebangsaan Chung Hua Serian,serian,sarawak,school,1.167708,110.566012
Tun Abdul Razak National Secondary School,serian,sarawak,school,1.277691,110.421572
Tenby Schools Penang,timur laut,penang,school,5.458116,100.282484
St. Christopher's International Primary School,timur laut,penang,school,5.4242614,100.3059892
Penang Free School,timur laut,penang,school,5.4027558,100.3051217
SMK (L) Methodist,timur laut,penang,school,5.410856000000001,100.305898
The International School Of Penang (Uplands),timur laut,penang,school,5.469983,100.2494724
St.George Girl's High School,timur laut,penang,school,5.421912,100.3076459
Heng Ee High School,timur laut,penang,school,5.4022499,100.3093698
Dalat International School,timur laut,penang,school,5.466494,100.2895189
Sekolah Menengah Jenis Kebangsaan Chung Ling,timur laut,penang,school,5.4042292,100.2949046
St. Xavier's Institution,timur laut,penang,school,5.421048000000001,100.3365879
Pelita International School,timur laut,penang,school,5.4611883,100.301623
Penang Chinese Girls' Private High School,timur laut,penang,school,5.4345187,100.3015248
"Fairview International School, Penang",timur laut,penang,school,5.345857,100.27483
Han Chiang Independent High School,timur laut,penang,school,5.4073957,100.3041032
SMK Convent Pulau Tikus,timur laut,penang,school,5.433015999999999,100.3086816
Wesley Methodist School Penang (International),timur laut,penang,school,5.397028,100.3267521
Phor Tay High School,timur laut,penang,school,5.343093,100.2966129
SMK Convent Lebuh Light,timur laut,penang,school,5.421842,100.3384631
Sekolah Menengah Kebangsaan Convent Green Lane,timur laut,penang,school,5.39765,100.30405
SMJK Convent Datuk Keramat,timur laut,penang,school,5.412027999999999,100.3181249
Chinese Taipei School Penang,seberang perai utara,penang,school,5.3895159,100.395538
Sekolah Menengah Kebangsaan Seberang Jaya,seberang perai utara,penang,school,5.402485,100.3992091
SK Seberang Jaya 2,seberang perai utara,penang,school,5.397495,100.404754
SMK Convent Butterworth,seberang perai utara,penang,school,5.396307,100.3681321
SMK Bertam Indah,seberang perai utara,penang,school,5.523305,100.4361851
SMK Bagan Jaya,seberang perai utara,penang,school,5.4279342,100.3913074
SJK (T) Mak Mandin,seberang perai utara,penang,school,5.420706,100.392494
SMK Kampong Kastam,seberang perai utara,penang,school,5.425202000000001,100.378226
SMK Datuk Onn Butterworth,seberang perai utara,penang,school,5.448348,100.3816541
S.J.K Aik Keow Telok Air Tawar,seberang perai utara,penang,school,5.480617,100.38405
Sekolah Kebangsaan Sungai Nyior,seberang perai utara,penang,school,5.400564399999999,100.3740708
北海鍾靈(國民型)中學 Chung Ling Butterworth (N.T.) High School,seberang perai utara,penang,school,5.4342245,100.3930228
Sekolah Kebangsaan Taman Senangan,seberang perai utara,penang,school,5.471645,100.3840429
SMK St Mark,seberang perai utara,penang,school,5.450379,100.3853621
Sekolah Kebangsaan Kuala Perai,seberang perai utara,penang,school,5.389895,100.3711651
SMK Tun Hussein Onn,seberang perai utara,penang,school,5.389037699999999,100.405992
SK Bagan Jermal,seberang perai utara,penang,school,5.4318374,100.3794749
SK Sungai Puyu,seberang perai utara,penang,school,5.451366,100.3954928
Smk Mak Mandin,seberang perai utara,penang,school,5.4206335,100.3901169
"Cherie Hearts International Preschool Raja Uda, Butterworth.",seberang perai utara,penang,school,5.4279533,100.3860439
High School Batu Pahat (HSBP),batu pahat,johor,school,1.842491,102.9334278
Chinese High School Batu Pahat,batu pahat,johor,school,1.8347642,102.9482014
Sekolah Menengah Kebangsaan Convent Batu Pahat,batu pahat,johor,school,1.862484,102.9508549
SMS Batu Pahat,batu pahat,johor,school,1.7998248,102.9601473
SR Seri Presbyterian,batu pahat,johor,school,1.8274372,102.9581168
United International School,batu pahat,johor,school,1.7967869,102.8955653
SJK(C) Cheng Siu 2,batu pahat,johor,school,1.8338819,102.9494314
Batu Pahat City Primary School,batu pahat,johor,school,1.846403,102.92787
Temenggong Ibrahim Girls School (TIGS),batu pahat,johor,school,1.8446866,102.9387872
SAM Singapore Maths,batu pahat,johor,school,1.864256,102.933215
SMK Datin Onn Jafaar,batu pahat,johor,school,1.8573,102.9431228
Pusat Latihan Teknologi Tinggi (ADTEC) Batu Pahat,batu pahat,johor,school,1.7876581,102.9713792
Q-dees Batu Pahat,batu pahat,johor,school,1.854384,102.937756
Sekolah Jenis Kebangsaan (Cina) Ai Chun 1 & 2 Batu Pahat,batu pahat,johor,school,1.850409,102.9302521
Batu Pahat Vocational College,batu pahat,johor,school,1.869955,102.9841482
Sekolah Kebangsaan Parit Bilal Batu Pahat,batu pahat,johor,school,1.87968,102.945955
"Brainy Bunch Batu Pahat,Johor",batu pahat,johor,school,1.8500115,103.0234915
SJK (C) CHERN HWA,batu pahat,johor,school,1.8755483,102.9416179
Tadika Agape Batu Pahat,batu pahat,johor,school,1.8550386,102.9293971
Smk Dato' Bentara Luar,batu pahat,johor,school,1.8474479,102.9487328
Tenby Schools Penang,timur laut,penang,school,5.458116,100.282484
St. Christopher's International Primary School,timur laut,penang,school,5.4242614,100.3059892
Penang Free School,timur laut,penang,school,5.4027558,100.3051217
SMK (L) Methodist,timur laut,penang,school,5.410856000000001,100.305898
The International School Of Penang (Uplands),timur laut,penang,school,5.469983,100.2494724
St.George Girl's High School,timur laut,penang,school,5.421912,100.3076459
Heng Ee High School,timur laut,penang,school,5.4022499,100.3093698
Dalat International School,timur laut,penang,school,5.466494,100.2895189
Sekolah Menengah Jenis Kebangsaan Chung Ling,timur laut,penang,school,5.4042292,100.2949046
St. Xavier's Institution,timur laut,penang,school,5.421048000000001,100.3365879
Penang Chinese Girls' Private High School,timur laut,penang,school,5.4345187,100.3015248
Pelita International School,timur laut,penang,school,5.4611883,100.301623
Han Chiang Independent High School,timur laut,penang,school,5.4073957,100.3041032
"Fairview International School, Penang",timur laut,penang,school,5.345857,100.27483
SMK Convent Pulau Tikus,timur laut,penang,school,5.433015999999999,100.3086816
Wesley Methodist School Penang (International),timur laut,penang,school,5.397028,100.3267521
Phor Tay High School,timur laut,penang,school,5.343093,100.2966129
SMK Convent Lebuh Light,timur laut,penang,school,5.421842,100.3384631
SMJK Convent Datuk Keramat,timur laut,penang,school,5.412027999999999,100.3181249
Sekolah Menengah Kebangsaan Convent Green Lane,timur laut,penang,school,5.39765,100.30405
SJK(C) Han Chiang,timur laut,penang,school,5.406246599999999,100.3070115
槟城鍾靈(独立)中学 Chung Ling (Private) High School,timur laut,penang,school,5.4048552,100.2939056
Sekolah Menengah Pendidikan Khas Persekutuan,timur laut,penang,school,5.458254,100.279656
Pykett Methodist Primary School,timur laut,penang,school,5.420851,100.3229669
Sekolah Jenis Kebangsaan (Cina) Heng Ee,timur laut,penang,school,5.414439,100.327194
Chung Hwa Confucian S.M.J.K,timur laut,penang,school,5.3908499,100.300911
Universal Hua Xia International School (Penang),timur laut,penang,school,5.4237196,100.3055402
SMK Georgetown,timur laut,penang,school,5.399546,100.29829
"Sekolah Kebangsaan Seri Indah, Pulau Pinang",timur laut,penang,school,5.395983999999999,100.2878618
Prince of Wales Island International Primary School (POWIIS Primary),timur laut,penang,school,5.4604412,100.2841102
Union High School,timur laut,penang,school,5.4149198,100.302767
Lighthouse Academy,timur laut,penang,school,5.4722833,100.2771199
Penang Japanese School,timur laut,penang,school,5.4088674,100.3173462
PACTS Schools Penang,timur laut,penang,school,5.3261782,100.2796762
Sekolah Menengah Kebangsaan Air Itam,timur laut,penang,school,5.3961879,100.287302
Straits International School Penang,timur laut,penang,school,5.2979489,100.2675058
Pinang Learning Center,timur laut,penang,school,5.4221654,100.3211757
Penang Peace Learning Centre (School of Peace),timur laut,penang,school,5.3670433,100.3062198
Sekolah Jenis Kebangsaan Tamil Azad,timur laut,penang,school,5.433174999999999,100.2968625
Sekolah Jenis Kebangsaan (Tamil) River Road,timur laut,penang,school,5.405554,100.32476
S.M.K. Hamid Khan,timur laut,penang,school,5.38123,100.303
Kolej Vokasional Batu Lanchang,timur laut,penang,school,5.4004514,100.2982426
Prince of Wales Island International School (POWIIS),timur laut,penang,school,5.367782,100.220043
S.J.K. (C) Kong Min Center,timur laut,penang,school,5.405141299999999,100.2828243
SJKC Kwang Hwa,timur laut,penang,school,5.33582,100.296544
Sekolah Jenis Kebangsaan (T) Subramaniya Barathee,timur laut,penang,school,5.368623899999999,100.3003609
SMK Bukit Jambul,timur laut,penang,school,5.3479597,100.2905126
S.J.K. (C) Aik Hua,timur laut,penang,school,5.4201836,100.3344685
The Learning Garden - York House,timur laut,penang,school,5.4134283,100.3038236
E-BRIDGE PRESCHOOL (Georgetown) Nursery & Kindergarten,timur laut,penang,school,5.4257607,100.3188638
Sekolah Kebangsaan St George Balik Pulau,timur laut,penang,school,5.354221,100.236987
SRJK(C) Sum Min,timur laut,penang,school,5.4096609,100.3312472
SRJK(C) Phor Tay Lip Sin,timur laut,penang,school,5.438261,100.3058537
SJK(C)Shang Wu Primary School,timur laut,penang,school,5.408029000000001,100.29982
Brainy Bunch Gelugor,timur laut,penang,school,5.368393,100.306992
Childhood Garden - A Montessori Kindergarten,timur laut,penang,school,5.4347628,100.3125574
Sekolah Rendah Jenis Kebangsaan (Cina) Union,timur laut,penang,school,5.4231566,100.3219
Adventist College of Nursing and Health Sciences,timur laut,penang,school,5.4312871,100.304943
SMKA (P) Al-Mashoor,timur laut,penang,school,5.4230658,100.3301689
Sekolah Jenis Kebangsaan (Cina) Chiao Nan,timur laut,penang,school,5.394124,100.284008
Straits International School Penang,barat daya,penang,school,5.2979489,100.2675058
The International School Of Penang (Uplands),barat daya,penang,school,5.469983,100.2494724
Prince of Wales Island International School (POWIIS),barat daya,penang,school,5.367782,100.220043
"Fairview International School, Penang",barat daya,penang,school,5.345857,100.27483
Phor Tay High School,barat daya,penang,school,5.343093,100.2966129
PACTS Schools Penang,barat daya,penang,school,5.3261782,100.2796762
SJK (T) Sungai Ara,barat daya,penang,school,5.322225,100.2709141
Tenby Schools Penang,barat daya,penang,school,5.458116,100.282484
SMK Sungai Ara,barat daya,penang,school,5.3190671,100.2708371
SIS (Straits International School),barat daya,penang,school,5.2972725,100.2672514
E-BRIDGE PRESCHOOL PENANG (Bayan Baru),barat daya,penang,school,5.3253438,100.2808234
SJK T Bayan Lepas,barat daya,penang,school,5.293165,100.2572419
Sekolah Menengah Kebangsaan Bayan Lepas,barat daya,penang,school,5.2857711,100.2578516
Dalat International School,barat daya,penang,school,5.466494,100.2895189
St. Christopher's International Primary School,barat daya,penang,school,5.4242614,100.3059892
Sekolah Kebangsaan Bayan Baru,barat daya,penang,school,5.329529,100.2895132
Penang Free School,barat daya,penang,school,5.4027558,100.3051217
Sacred Heart Primary School,barat daya,penang,school,5.3773632,100.2144098
SMK (L) Methodist,barat daya,penang,school,5.410856000000001,100.305898
SMK Bukit Jambul,barat daya,penang,school,5.3479597,100.2905126
Sekolah Menengah Jenis Kebangsaan Chung Ling,barat daya,penang,school,5.4042292,100.2949046
SS Image International Academy Sdn. Bhd.,barat daya,penang,school,5.3260915,100.2832372
SJKC Kwang Hwa,barat daya,penang,school,5.33582,100.296544
Yang Cheng Primary School,barat daya,penang,school,5.2874151,100.2332891
Raja Tun Uda High School,barat daya,penang,school,5.3202856,100.2826697
St.George Girl's High School,barat daya,penang,school,5.421912,100.3076459
SK Tan Sri Awang Had Salleh,barat daya,penang,school,5.307535,100.202665
Cherie Hearts International Preschool Bayan Lepas,barat daya,penang,school,5.318475299999999,100.2686008
Mara Junior Science College (IB World School),barat daya,penang,school,5.3311738,100.2282389
Heng Ee High School,barat daya,penang,school,5.4022499,100.3093698
"Sekolah Kebangsaan Sungai Pinang, Pulau Pinang",barat daya,penang,school,5.398112900000001,100.213038
Pelita International School,barat daya,penang,school,5.4611883,100.301623
Sekolah Kebangsaan Pulau Betong,barat daya,penang,school,5.307774999999999,100.20235
Plato Preschool,barat daya,penang,school,5.3363688,100.2704523
Penang Chinese Girls' Private High School,barat daya,penang,school,5.4345187,100.3015248
Madrasah Tahfiz Darus Sa'adah,barat daya,penang,school,5.305542,100.265433
Sri Kancil Montessori Kindergarten,barat daya,penang,school,5.326173,100.2907029
Religious School Ridwaniah,barat daya,penang,school,5.285677,100.2407039
"Sekolah Kebangsaan Sungai Batu, Pulau Pinang",barat daya,penang,school,5.287669,100.24244
Genius Aulad Bayan Baru,barat daya,penang,school,5.324792400000001,100.2849181
S.K. Bayan Lepas,barat daya,penang,school,5.2966318,100.2608034
Madrasah Al-Ittihad Al-Islamiah Sungai Rusa,barat daya,penang,school,5.385141,100.213208
Sekolah Kebangsaan Telok Kumbar,barat daya,penang,school,5.2904,100.2320431
SJK (C) YANG CHENG,barat daya,penang,school,5.3006527,100.2323196
Han Chiang Independent High School,barat daya,penang,school,5.4073957,100.3041032
Sekolah Kebangsaan Sungai Korok,barat daya,penang,school,5.352882800000001,100.2096798
Tahfiz Darul Furqan,barat daya,penang,school,5.379871,100.217097
Madrasah Hidayatul Islamiah Pulau Betong,barat daya,penang,school,5.3069679,100.202677
Sacred Heart High School,barat daya,penang,school,5.3524351,100.2368621
Glorious Kids PreSchool 2,barat daya,penang,school,5.2838179,100.2775887
Sekolah Menengah Pendidikan Khas Persekutuan,barat daya,penang,school,5.458254,100.279656
槟城鍾靈(独立)中学 Chung Ling (Private) High School,barat daya,penang,school,5.4048552,100.2939056
Sekolah Jenis Kebangsaan (Cina) Chong Cheng,barat daya,penang,school,5.324564,100.271169
LEADERland,barat daya,penang,school,5.302478,100.2593057
Chinese Taipei School Penang,barat daya,penang,school,5.3895159,100.395538
Wesley Methodist School Penang (International),barat daya,penang,school,5.397028,100.3267521
Sekolah Kebangsaan St George Balik Pulau,barat daya,penang,school,5.354221,100.236987
SAM Singapore Maths,barat daya,penang,school,5.325535599999999,100.2809981
St. Xavier's Institution,barat daya,penang,school,5.421048000000001,100.3365879
SMK Convent Pulau Tikus,barat daya,penang,school,5.433015999999999,100.3086816
Chinese Taipei School Penang,seberang perai utara,penang,school,5.3895159,100.395538
Sekolah Menengah Kebangsaan Seberang Jaya,seberang perai utara,penang,school,5.402485,100.3992091
SK Seberang Jaya 2,seberang perai utara,penang,school,5.397495,100.404754
SMK Convent Butterworth,seberang perai utara,penang,school,5.396307,100.3681321
SMK Bertam Indah,seberang perai utara,penang,school,5.523305,100.4361851
SMK Bagan Jaya,seberang perai utara,penang,school,5.4279342,100.3913074
SJK (T) Mak Mandin,seberang perai utara,penang,school,5.420706,100.392494
SMK Kampong Kastam,seberang perai utara,penang,school,5.425202000000001,100.378226
SMK Datuk Onn Butterworth,seberang perai utara,penang,school,5.448348,100.3816541
S.J.K Aik Keow Telok Air Tawar,seberang perai utara,penang,school,5.480617,100.38405
Sekolah Kebangsaan Sungai Nyior,seberang perai utara,penang,school,5.400564399999999,100.3740708
北海鍾靈(國民型)中學 Chung Ling Butterworth (N.T.) High School,seberang perai utara,penang,school,5.4342245,100.3930228
Sekolah Kebangsaan Taman Senangan,seberang perai utara,penang,school,5.471645,100.3840429
SMK St Mark,seberang perai utara,penang,school,5.450379,100.3853621
Sekolah Kebangsaan Kuala Perai,seberang perai utara,penang,school,5.389895,100.3711651
SMK Tun Hussein Onn,seberang perai utara,penang,school,5.389037699999999,100.405992
SK Bagan Jermal,seberang perai utara,penang,school,5.4318374,100.3794749
SK Sungai Puyu,seberang perai utara,penang,school,5.451366,100.3954928
SMK Bakti,seberang perai utara,penang,school,5.4852129,100.4920269
Smk Mak Mandin,seberang perai utara,penang,school,5.4206335,100.3901169
"Cherie Hearts International Preschool Raja Uda, Butterworth.",seberang perai utara,penang,school,5.4279533,100.3860439
Sekolah Kebangsaan Seberang Jaya,seberang perai utara,penang,school,5.384761,100.3998578
SK ST.MARK BUTTERWORTH,seberang perai utara,penang,school,5.404146000000001,100.370733
SK Bagan Ajam,seberang perai utara,penang,school,5.4472839,100.3817549
Brainy Bunch Bertam,seberang perai utara,penang,school,5.5149459,100.4473615
Sekolah Kebangsaan Bagan Tuan Kechil,seberang perai utara,penang,school,5.416583,100.3753749
SJK(C) Chung Hwa 2,seberang perai utara,penang,school,5.4063064,100.3845963
SRJK (C) Chung Hwa 1,seberang perai utara,penang,school,5.414042999999999,100.3775029
Sekolah Kebangsaan Seri Gemilang,seberang perai utara,penang,school,5.498481,100.3821548
SMK Sri Muda,seberang perai utara,penang,school,5.534319000000001,100.3802051
Assumption Primary School,seberang perai utara,penang,school,5.390222,100.3725119
Chung Hwa Center,seberang perai utara,penang,school,5.4156305,100.3728904
Sekolah Menengah Kebangsaan Gemilang,seberang perai utara,penang,school,5.499937999999999,100.381081
SMK Datuk Haji Ahmad Badawi,seberang perai utara,penang,school,5.507746,100.429473
Sekolah Menengah Kebangsaan Bertam Perdana,seberang perai utara,penang,school,5.531812599999999,100.4671017
VENUS,seberang perai utara,penang,school,5.419861,100.381018
St. Xavier's Institution,seberang perai utara,penang,school,5.421048000000001,100.3365879
SK Lahar Kepar,seberang perai utara,penang,school,5.538474,100.417297
SK Pokok Sena,seberang perai utara,penang,school,5.4899431,100.4615564
sekolah kebangsaan permatang pasir,seberang perai utara,penang,school,5.414546,100.437934
Datuk Haji Abdul Kadir Public Senior High School,seberang perai utara,penang,school,5.5141366,100.4304389
Srjk Tamil,seberang perai utara,penang,school,5.4214395,100.3906089
SMKA Al Irshad,seberang perai utara,penang,school,5.4910256,100.4581914
SK Telok Ayer Tawar,seberang perai utara,penang,school,5.48489,100.384
Pusat Intervensi NASOM Butterworth,seberang perai utara,penang,school,5.43719,100.379876
Saidina Abu Bakar As Siddiq Islamic School,seberang perai utara,penang,school,5.430318,100.478083
Sekolah Kebangsaan Permatang To'jaya,seberang perai utara,penang,school,5.477787,100.4019491
Penang Free School,seberang perai utara,penang,school,5.4027558,100.3051217
St. Christopher's International Primary School,seberang perai utara,penang,school,5.4242614,100.3059892
Jit Sin Independent High School,seberang perai utara,penang,school,5.363260599999999,100.4633049
SMA Ibrah,seberang perai utara,penang,school,5.4223493,100.4251892
SMK (L) Methodist,seberang perai utara,penang,school,5.410856000000001,100.305898
St.George Girl's High School,seberang perai utara,penang,school,5.421912,100.3076459
SAM Singapore Maths,seberang perai utara,penang,school,5.430215599999999,100.3850996
SMA Daeratul Maarifil Wataniah 2,seberang perai utara,penang,school,5.4294172,100.4711207
High School Bukit Mertajam,seberang perai utara,penang,school,5.3589001,100.4606359
Sekolah Menengah Sains Kepala Batas,seberang perai utara,penang,school,5.5187876,100.4679373
SMK Convent Lebuh Light,seberang perai utara,penang,school,5.421842,100.3384631
Heng Ee High School,seberang perai utara,penang,school,5.4022499,100.3093698
Sekolah Jenis Kebangsaan (Cina) Kuang Yu,seberang perai utara,penang,school,5.570151,100.3423511
Sekolah Menengah Kebangsaan Seberang Jaya,seberang perai tengah,penang,school,5.402485,100.3992091
Chinese Taipei School Penang,seberang perai tengah,penang,school,5.3895159,100.395538
High School Bukit Mertajam,seberang perai tengah,penang,school,5.3589001,100.4606359
Jit Sin Independent High School,seberang perai tengah,penang,school,5.363260599999999,100.4633049
Jit Sin High School,seberang perai tengah,penang,school,5.3434669,100.446163
SMK Convent (M) Bukit Mertajam,seberang perai tengah,penang,school,5.358538999999999,100.4652151
SK Seberang Jaya 2,seberang perai tengah,penang,school,5.397495,100.404754
SMK Taman Sejahtera,seberang perai tengah,penang,school,5.334938999999999,100.4906419
"GEMS International School Pearl City, Penang",seberang perai tengah,penang,school,5.278273,100.489874
Sekolah Kebangsaan Sungai Nyior,seberang perai tengah,penang,school,5.400564399999999,100.3740708
Sungai Lembu Chinese Primary School,seberang perai tengah,penang,school,5.390124,100.522023
Northern Lights Private School (NLPS),seberang perai tengah,penang,school,5.2696741,100.4763099
Sekolah Kebangsaan Seberang Jaya,seberang perai tengah,penang,school,5.384761,100.3998578
SMK Perai,seberang perai tengah,penang,school,5.377331,100.396952
SMK Bagan Jaya,seberang perai tengah,penang,school,5.4279342,100.3913074
Sekolah Menengah Islam Al-Masriyah English School,seberang perai tengah,penang,school,5.373193,100.464192
SJK (T) Mak Mandin,seberang perai tengah,penang,school,5.420706,100.392494
"Brainy Bunch Bukit Mertajam, Penang",seberang perai tengah,penang,school,5.361415,100.440256
Sekolah Kebangsaan Bukit Minyak,seberang perai tengah,penang,school,5.3344439,100.458547
Kinderkaizen Seberang Jaya,seberang perai tengah,penang,school,5.3674426,100.4356019
SMK Tun Hussein Onn,seberang perai tengah,penang,school,5.389037699999999,100.405992
SMK Convent Butterworth,seberang perai tengah,penang,school,5.396307,100.3681321
Sekolah Jenis Kebangsaan (T) Bukit Mertajam,seberang perai tengah,penang,school,5.3487995,100.4704971
SRJK(C) Chung Hwa 3 Perai,seberang perai tengah,penang,school,5.384314499999999,100.3832326
"Ladang Alma Tamil School, Bukit Mertajam.",seberang perai tengah,penang,school,5.331646,100.476938
SMK Permai Indah,seberang perai tengah,penang,school,5.330334,100.443023
SMK Pauh Jaya,seberang perai tengah,penang,school,5.3759179,100.415931
SMK Mutiara Impian,seberang perai tengah,penang,school,5.274538499999999,100.4773577
SJK C Sin Ya,seberang perai tengah,penang,school,5.330965,100.477013
Sekolah Pendidikan Islam Sedhar,seberang perai tengah,penang,school,5.325703,100.480783
Sekolah Menengah Kebangsaan Penanti,seberang perai tengah,penang,school,5.405469999999999,100.4693749
sekolah kebangsaan permatang pasir,seberang perai tengah,penang,school,5.414546,100.437934
Madrasah Darul Tahfiz wal Ulum (P),seberang perai tengah,penang,school,5.412324799999999,100.4960304
Penang Free School,seberang perai tengah,penang,school,5.4027558,100.3051217
Sekolah Menengah Kebangsaan Bandar Baru Perda,seberang perai tengah,penang,school,5.373123,100.4308669
Northern lights private school,seberang perai tengah,penang,school,5.368989,100.456924
SMK Datuk Onn Butterworth,seberang perai tengah,penang,school,5.448348,100.3816541
Sekolah Kebangsaan Bukit Tambun,seberang perai tengah,penang,school,5.271305,100.4509231
SK Sungai Rambai,seberang perai tengah,penang,school,5.36252,100.454
Saidina Abu Bakar As Siddiq Islamic School,seberang perai tengah,penang,school,5.430318,100.478083
Sekolah Kebangsaan Batu Kawan,seberang perai tengah,penang,school,5.2717692,100.4334865
SMK Simpang Empat,seberang perai tengah,penang,school,5.2788691,100.4765503
